T,Z
2021-09-18T03:55:50Z,1853322
2021-09-18T03:56:00Z,1853505
2021-09-18T03:56:10Z,1853544
2021-09-18T03:56:20Z,1853549
2021-09-18T03:56:30Z,1854072
2021-09-18T03:56:40Z,1854542
2021-09-18T03:56:50Z,1854785
2021-09-18T03:57:00Z,1854762
2021-09-18T03:57:10Z,1855018
2021-09-18T03:57:20Z,1855522
2021-09-18T03:57:30Z,1855676
2021-09-18T03:57:40Z,1855644
2021-09-18T03:57:50Z,1855719
2021-09-18T03:58:00Z,1856046
2021-09-18T03:58:10Z,1856421
2021-09-18T03:58:20Z,1856546
2021-09-18T03:58:30Z,1856677
2021-09-18T03:58:40Z,1857016
2021-09-18T03:58:50Z,1857207
2021-09-18T03:59:00Z,1857309
2021-09-18T03:59:10Z,1857638
2021-09-18T03:59:20Z,1857805
2021-09-18T03:59:30Z,1858098
2021-09-18T03:59:40Z,1858677
2021-09-18T03:59:50Z,1858680
2021-09-18T04:00:00Z,1858633
2021-09-18T04:00:10Z,1858659
2021-09-18T04:00:20Z,1858705
2021-09-18T04:00:30Z,1859544
2021-09-18T04:00:40Z,1859857
2021-09-18T04:00:50Z,1859677
2021-09-18T04:01:00Z,1860173
2021-09-18T04:01:10Z,1860398
2021-09-18T04:01:20Z,1860348
2021-09-18T04:01:30Z,1860497
2021-09-18T04:01:40Z,1860906
2021-09-18T04:01:50Z,1861474
2021-09-18T04:02:00Z,1861497
2021-09-18T04:02:10Z,1861360
2021-09-18T04:02:20Z,1861676
2021-09-18T04:02:30Z,1862161
2021-09-18T04:02:40Z,1862177
2021-09-18T04:02:50Z,1862025
2021-09-18T04:03:00Z,1862581
2021-09-18T04:03:10Z,1862979
2021-09-18T04:03:20Z,1863310
2021-09-18T04:03:30Z,1863909
2021-09-18T04:03:40Z,1863777
2021-09-18T04:03:50Z,1863987
2021-09-18T04:04:00Z,1864523
2021-09-18T04:04:10Z,1864340
2021-09-18T04:04:20Z,1864499
2021-09-18T04:04:30Z,1864750
2021-09-18T04:04:40Z,1864585
2021-09-18T04:04:50Z,1865209
2021-09-18T04:05:00Z,1866050
2021-09-18T04:05:10Z,1865936
2021-09-18T04:05:20Z,1866018
2021-09-18T04:05:30Z,1866410
2021-09-18T04:05:40Z,1866533
2021-09-18T04:05:50Z,1866808
2021-09-18T04:06:00Z,1866621
2021-09-18T04:06:10Z,1866463
2021-09-18T04:06:20Z,1867023
2021-09-18T04:06:30Z,1867331
2021-09-18T04:06:40Z,1867569
2021-09-18T04:06:50Z,1868000
2021-09-18T04:07:00Z,1868307
2021-09-18T04:07:10Z,1868690
2021-09-18T04:07:20Z,1868822
2021-09-18T04:07:30Z,1868820
2021-09-18T04:07:40Z,1869288
2021-09-18T04:07:50Z,1869475
2021-09-18T04:08:00Z,1869228
2021-09-18T04:08:10Z,1869543
2021-09-18T04:08:20Z,1869861
2021-09-18T04:08:30Z,1869824
2021-09-18T04:08:40Z,1870181
2021-09-18T04:08:50Z,1870634
2021-09-18T04:09:00Z,1870972
2021-09-18T04:09:10Z,1871371
2021-09-18T04:09:20Z,1871631
2021-09-18T04:09:30Z,1871925
2021-09-18T04:09:40Z,1872170
2021-09-18T04:09:50Z,1872184
2021-09-18T04:10:00Z,1872345
2021-09-18T04:10:10Z,1872623
2021-09-18T04:10:20Z,1873036
2021-09-18T04:10:30Z,1873550
2021-09-18T04:10:40Z,1873558
2021-09-18T04:10:50Z,1873597
2021-09-18T04:11:00Z,1874316
2021-09-18T04:11:10Z,1874819
2021-09-18T04:11:20Z,1874859
2021-09-18T04:11:30Z,1875114
2021-09-18T04:11:40Z,1875339
2021-09-18T04:11:50Z,1875326
2021-09-18T04:12:00Z,1875520
2021-09-18T04:12:10Z,1875857
2021-09-18T04:12:20Z,1876045
2021-09-18T04:12:30Z,1876214
2021-09-18T04:12:40Z,1876504
2021-09-18T04:12:50Z,1876796
2021-09-18T04:13:00Z,1877208
2021-09-18T04:13:10Z,1877789
2021-09-18T04:13:20Z,1878203
2021-09-18T04:13:30Z,1878419
2021-09-18T04:13:40Z,1878526
2021-09-18T04:13:50Z,1878601
2021-09-18T04:14:00Z,1878764
2021-09-18T04:14:10Z,1879054
2021-09-18T04:14:20Z,1879280
2021-09-18T04:14:30Z,1879363
2021-09-18T04:14:40Z,1879697
2021-09-18T04:14:50Z,1880167
2021-09-18T04:15:00Z,1880645
2021-09-18T04:15:10Z,1881149
2021-09-18T04:15:20Z,1881431
2021-09-18T04:15:30Z,1881532
2021-09-18T04:15:40Z,1881524
2021-09-18T04:15:50Z,1881819
2021-09-18T04:16:00Z,1882165
2021-09-18T04:16:10Z,1882184
2021-09-18T04:16:20Z,1882540
2021-09-18T04:16:30Z,1882627
2021-09-18T04:16:40Z,1882403
2021-09-18T04:16:50Z,1883156
2021-09-18T04:17:00Z,1883793
2021-09-18T04:17:10Z,1883818
2021-09-18T04:17:20Z,1884515
2021-09-18T04:17:30Z,1884932
2021-09-18T04:17:40Z,1884753
2021-09-18T04:17:50Z,1885067
2021-09-18T04:18:00Z,1885208
2021-09-18T04:18:10Z,1885184
2021-09-18T04:18:20Z,1885545
2021-09-18T04:18:30Z,1885898
2021-09-18T04:18:40Z,1886180
2021-09-18T04:18:50Z,1886476
2021-09-18T04:19:00Z,1887028
2021-09-18T04:19:10Z,1887370
2021-09-18T04:19:20Z,1887422
2021-09-18T04:19:30Z,1888072
2021-09-18T04:19:40Z,1888514
2021-09-18T04:19:50Z,1888364
2021-09-18T04:20:00Z,1888565
2021-09-18T04:20:10Z,1888774
2021-09-18T04:20:20Z,1888820
2021-09-18T04:20:30Z,1889220
2021-09-18T04:20:40Z,1889548
2021-09-18T04:20:50Z,1889681
2021-09-18T04:21:00Z,1890169
2021-09-18T04:21:10Z,1890791
2021-09-18T04:21:20Z,1891054
2021-09-18T04:21:30Z,1891231
2021-09-18T04:21:40Z,1891753
2021-09-18T04:21:50Z,1891883
2021-09-18T04:22:00Z,1891803
2021-09-18T04:22:10Z,1892366
2021-09-18T04:22:20Z,1892563
2021-09-18T04:22:30Z,1892559
2021-09-18T04:22:40Z,1892818
2021-09-18T04:22:50Z,1892948
2021-09-18T04:23:00Z,1893606
2021-09-18T04:23:10Z,1894103
2021-09-18T04:23:20Z,1894106
2021-09-18T04:23:30Z,1894582
2021-09-18T04:23:40Z,1895035
2021-09-18T04:23:50Z,1895380
2021-09-18T04:24:00Z,1895851
2021-09-18T04:24:10Z,1895853
2021-09-18T04:24:20Z,1895842
2021-09-18T04:24:30Z,1896105
2021-09-18T04:24:40Z,1896008
2021-09-18T04:24:50Z,1896202
2021-09-18T04:25:00Z,1896885
2021-09-18T04:25:10Z,1897060
2021-09-18T04:25:20Z,1897355
2021-09-18T04:25:30Z,1898175
2021-09-18T04:25:40Z,1898372
2021-09-18T04:25:50Z,1898334
2021-09-18T04:26:00Z,1898823
2021-09-18T04:26:10Z,1899172
2021-09-18T04:26:20Z,1899398
2021-09-18T04:26:30Z,1899546
2021-09-18T04:26:40Z,1899559
2021-09-18T04:26:50Z,1899870
2021-09-18T04:27:00Z,1900171
2021-09-18T04:27:10Z,1900746
2021-09-18T04:27:20Z,1901418
2021-09-18T04:27:30Z,1901322
2021-09-18T04:27:40Z,1901659
2021-09-18T04:27:50Z,1902676
2021-09-18T04:28:00Z,1902767
2021-09-18T04:28:10Z,1902566
2021-09-18T04:28:20Z,1902943
2021-09-18T04:28:30Z,1903060
2021-09-18T04:28:40Z,1903268
2021-09-18T04:28:50Z,1903753
2021-09-18T04:29:00Z,1903900
2021-09-18T04:29:10Z,1904244
2021-09-18T04:29:20Z,1904676
2021-09-18T04:29:30Z,1904946
2021-09-18T04:29:40Z,1905467
2021-09-18T04:29:50Z,1905744
2021-09-18T04:30:00Z,1906057
2021-09-18T04:30:10Z,1906630
2021-09-18T04:30:20Z,1906608
2021-09-18T04:30:30Z,1906611
2021-09-18T04:30:40Z,1906787
2021-09-18T04:30:50Z,1906902
2021-09-18T04:31:00Z,1907603
2021-09-18T04:31:10Z,1907781
2021-09-18T04:31:20Z,1907640
2021-09-18T04:31:30Z,1908361
2021-09-18T04:31:40Z,1908685
2021-09-18T04:31:50Z,1909146
2021-09-18T04:32:00Z,1910005
2021-09-18T04:32:10Z,1910059
2021-09-18T04:32:20Z,1910442
2021-09-18T04:32:30Z,1910675
2021-09-18T04:32:40Z,1910458
2021-09-18T04:32:50Z,1911026
2021-09-18T04:33:00Z,1911389
2021-09-18T04:33:10Z,1911691
2021-09-18T04:33:20Z,1912342
2021-09-18T04:33:30Z,1912423
2021-09-18T04:33:40Z,1912475
2021-09-18T04:33:50Z,1912946
2021-09-18T04:34:00Z,1913397
2021-09-18T04:34:10Z,1913825
2021-09-18T04:34:20Z,1914245
2021-09-18T04:34:30Z,1914233
2021-09-18T04:34:40Z,1914149
2021-09-18T04:34:50Z,1914768
2021-09-18T04:35:00Z,1915044
2021-09-18T04:35:10Z,1914989
2021-09-18T04:35:20Z,1915783
2021-09-18T04:35:30Z,1915987
2021-09-18T04:35:40Z,1915905
2021-09-18T04:35:50Z,1916778
2021-09-18T04:36:00Z,1917158
2021-09-18T04:36:10Z,1917351
2021-09-18T04:36:20Z,1917813
2021-09-18T04:36:30Z,1917900
2021-09-18T04:36:40Z,1918225
2021-09-18T04:36:50Z,1918577
2021-09-18T04:37:00Z,1918568
2021-09-18T04:37:10Z,1918710
2021-09-18T04:37:20Z,1919112
2021-09-18T04:37:30Z,1919722
2021-09-18T04:37:40Z,1920363
2021-09-18T04:37:50Z,1920686
2021-09-18T04:38:00Z,1920928
2021-09-18T04:38:10Z,1921352
2021-09-18T04:38:20Z,1921756
2021-09-18T04:38:30Z,1922097
2021-09-18T04:38:40Z,1922075
2021-09-18T04:38:50Z,1922070
2021-09-18T04:39:00Z,1922783
2021-09-18T04:39:10Z,1923077
2021-09-18T04:39:20Z,1923005
2021-09-18T04:39:30Z,1923708
2021-09-18T04:39:40Z,1924199
2021-09-18T04:39:50Z,1924265
2021-09-18T04:40:00Z,1924637
2021-09-18T04:40:10Z,1925154
2021-09-18T04:40:20Z,1925491
2021-09-18T04:40:30Z,1925605
2021-09-18T04:40:40Z,1925828
2021-09-18T04:40:50Z,1925948
2021-09-18T04:41:00Z,1926169
2021-09-18T04:41:10Z,1926656
2021-09-18T04:41:20Z,1926856
2021-09-18T04:41:30Z,1927202
2021-09-18T04:41:40Z,1927898
2021-09-18T04:41:50Z,1928514
2021-09-18T04:42:00Z,1928814
2021-09-18T04:42:10Z,1928656
2021-09-18T04:42:20Z,1928856
2021-09-18T04:42:30Z,1929837
2021-09-18T04:42:40Z,1930140
2021-09-18T04:42:50Z,1929868
2021-09-18T04:43:00Z,1930382
2021-09-18T04:43:10Z,1930752
2021-09-18T04:43:20Z,1930766
2021-09-18T04:43:30Z,1931247
2021-09-18T04:43:40Z,1931781
2021-09-18T04:43:50Z,1932380
2021-09-18T04:44:00Z,1933000
2021-09-18T04:44:10Z,1933167
2021-09-18T04:44:20Z,1933263
2021-09-18T04:44:30Z,1933633
2021-09-18T04:44:40Z,1934002
2021-09-18T04:44:50Z,1934245
2021-09-18T04:45:00Z,1934364
2021-09-18T04:45:10Z,1934689
2021-09-18T04:45:20Z,1935171
2021-09-18T04:45:30Z,1935481
2021-09-18T04:45:40Z,1935936
2021-09-18T04:45:50Z,1936242
2021-09-18T04:46:00Z,1936629
2021-09-18T04:46:10Z,1937150
2021-09-18T04:46:20Z,1937083
2021-09-18T04:46:30Z,1937510
2021-09-18T04:46:40Z,1938494
2021-09-18T04:46:50Z,1938852
2021-09-18T04:47:00Z,1938718
2021-09-18T04:47:10Z,1938680
2021-09-18T04:47:20Z,1939181
2021-09-18T04:47:30Z,1939495
2021-09-18T04:47:40Z,1939575
2021-09-18T04:47:50Z,1940357
2021-09-18T04:48:00Z,1940913
2021-09-18T04:48:10Z,1940891
2021-09-18T04:48:20Z,1941278
2021-09-18T04:48:30Z,1941955
2021-09-18T04:48:40Z,1942481
2021-09-18T04:48:50Z,1942587
2021-09-18T04:49:00Z,1942495
2021-09-18T04:49:10Z,1942754
2021-09-18T04:49:20Z,1943427
2021-09-18T04:49:30Z,1944019
2021-09-18T04:49:40Z,1944068
2021-09-18T04:49:50Z,1944404
2021-09-18T04:50:00Z,1944968
2021-09-18T04:50:10Z,1945165
2021-09-18T04:50:20Z,1945812
2021-09-18T04:50:30Z,1946378
2021-09-18T04:50:40Z,1946417
2021-09-18T04:50:50Z,1946653
2021-09-18T04:51:00Z,1946879
2021-09-18T04:51:10Z,1947137
2021-09-18T04:51:20Z,1947553
2021-09-18T04:51:30Z,1948014
2021-09-18T04:51:40Z,1948388
2021-09-18T04:51:50Z,1948711
2021-09-18T04:52:00Z,1949487
2021-09-18T04:52:10Z,1949811
2021-09-18T04:52:20Z,1949765
2021-09-18T04:52:30Z,1950637
2021-09-18T04:52:40Z,1951235
2021-09-18T04:52:50Z,1951151
2021-09-18T04:53:00Z,1951334
2021-09-18T04:53:10Z,1951509
2021-09-18T04:53:20Z,1951769
2021-09-18T04:53:30Z,1952312
2021-09-18T04:53:40Z,1952581
2021-09-18T04:53:50Z,1952937
2021-09-18T04:54:00Z,1953691
2021-09-18T04:54:10Z,1953843
2021-09-18T04:54:20Z,1954034
2021-09-18T04:54:30Z,1954756
2021-09-18T04:54:40Z,1954916
2021-09-18T04:54:50Z,1955239
2021-09-18T04:55:00Z,1955672
2021-09-18T04:55:10Z,1955774
2021-09-18T04:55:20Z,1956373
2021-09-18T04:55:30Z,1956554
2021-09-18T04:55:40Z,1956731
2021-09-18T04:55:50Z,1957576
2021-09-18T04:56:00Z,1957772
2021-09-18T04:56:10Z,1958046
2021-09-18T04:56:20Z,1958788
2021-09-18T04:56:30Z,1959164
2021-09-18T04:56:40Z,1959294
2021-09-18T04:56:50Z,1959480
2021-09-18T04:57:00Z,1959981
2021-09-18T04:57:10Z,1960188
2021-09-18T04:57:20Z,1960272
2021-09-18T04:57:30Z,1960955
2021-09-18T04:57:40Z,1961433
2021-09-18T04:57:50Z,1961589
2021-09-18T04:58:00Z,1962291
2021-09-18T04:58:10Z,1963013
2021-09-18T04:58:20Z,1962991
2021-09-18T04:58:30Z,1963238
2021-09-18T04:58:40Z,1963740
2021-09-18T04:58:50Z,1963950
2021-09-18T04:59:00Z,1964691
2021-09-18T04:59:10Z,1965087
2021-09-18T04:59:20Z,1964953
2021-09-18T04:59:30Z,1965248
2021-09-18T04:59:40Z,1965403
2021-09-18T04:59:50Z,1965859
2021-09-18T05:00:00Z,1966684
2021-09-18T05:00:10Z,1966819
2021-09-18T05:00:20Z,1966761
2021-09-18T05:00:30Z,1966911
2021-09-18T05:00:40Z,1966907
2021-09-18T05:00:50Z,1967624
2021-09-18T05:01:00Z,1968782
2021-09-18T05:01:10Z,1969229
2021-09-18T05:01:20Z,1969827
2021-09-18T05:01:30Z,1970110
2021-09-18T05:01:40Z,1969974
2021-09-18T05:01:50Z,1970827
2021-09-18T05:02:00Z,1971292
2021-09-18T05:02:10Z,1971075
2021-09-18T05:02:20Z,1971651
2021-09-18T05:02:30Z,1972452
2021-09-18T05:02:40Z,1972747
2021-09-18T05:02:50Z,1972889
2021-09-18T05:03:00Z,1973304
2021-09-18T05:03:10Z,1973662
2021-09-18T05:03:20Z,1973897
2021-09-18T05:03:30Z,1974250
2021-09-18T05:03:40Z,1974804
2021-09-18T05:03:50Z,1975449
2021-09-18T05:04:00Z,1975464
2021-09-18T05:04:10Z,1975611
2021-09-18T05:04:20Z,1976442
2021-09-18T05:04:30Z,1977164
2021-09-18T05:04:40Z,1977687
2021-09-18T05:04:50Z,1977934
2021-09-18T05:05:00Z,1978308
2021-09-18T05:05:10Z,1978558
2021-09-18T05:05:20Z,1978341
2021-09-18T05:05:30Z,1978856
2021-09-18T05:05:40Z,1979485
2021-09-18T05:05:50Z,1979344
2021-09-18T05:06:00Z,1979800
2021-09-18T05:06:10Z,1980470
2021-09-18T05:06:20Z,1980773
2021-09-18T05:06:30Z,1981569
2021-09-18T05:06:40Z,1981898
2021-09-18T05:06:50Z,1981964
2021-09-18T05:07:00Z,1982535
2021-09-18T05:07:10Z,1982895
2021-09-18T05:07:20Z,1983429
2021-09-18T05:07:30Z,1983619
2021-09-18T05:07:40Z,1983671
2021-09-18T05:07:50Z,1984459
2021-09-18T05:08:00Z,1984668
2021-09-18T05:08:10Z,1984830
2021-09-18T05:08:20Z,1985752
2021-09-18T05:08:30Z,1986335
2021-09-18T05:08:40Z,1986667
2021-09-18T05:08:50Z,1987189
2021-09-18T05:09:00Z,1987558
2021-09-18T05:09:10Z,1987732
2021-09-18T05:09:20Z,1988196
2021-09-18T05:09:30Z,1988612
2021-09-18T05:09:40Z,1988712
2021-09-18T05:09:50Z,1989108
2021-09-18T05:10:00Z,1989352
2021-09-18T05:10:10Z,1989581
2021-09-18T05:10:20Z,1990500
2021-09-18T05:10:30Z,1991193
2021-09-18T05:10:40Z,1991533
2021-09-18T05:10:50Z,1992052
2021-09-18T05:11:00Z,1992285
2021-09-18T05:11:10Z,1992455
2021-09-18T05:11:20Z,1992951
2021-09-18T05:11:30Z,1993211
2021-09-18T05:11:40Z,1993291
2021-09-18T05:11:50Z,1993744
2021-09-18T05:12:00Z,1994292
2021-09-18T05:12:10Z,1994562
2021-09-18T05:12:20Z,1994962
2021-09-18T05:12:30Z,1995719
2021-09-18T05:12:40Z,1996066
2021-09-18T05:12:50Z,1996445
2021-09-18T05:13:00Z,1997350
2021-09-18T05:13:10Z,1997353
2021-09-18T05:13:20Z,1997420
2021-09-18T05:13:30Z,1998109
2021-09-18T05:13:40Z,1997866
2021-09-18T05:13:50Z,1998421
2021-09-18T05:14:00Z,1999523
2021-09-18T05:14:10Z,1999220
2021-09-18T05:14:20Z,1999577
2021-09-18T05:14:30Z,2000581
2021-09-18T05:14:40Z,2000823
2021-09-18T05:14:50Z,2001289
2021-09-18T05:15:00Z,2001688
2021-09-18T05:15:10Z,2001975
2021-09-18T05:15:20Z,2002670
2021-09-18T05:15:30Z,2002874
2021-09-18T05:15:40Z,2002989
2021-09-18T05:15:50Z,2003374
2021-09-18T05:16:00Z,2003532
2021-09-18T05:16:10Z,2004174
2021-09-18T05:16:20Z,2004836
2021-09-18T05:16:30Z,2005045
2021-09-18T05:16:40Z,2005593
2021-09-18T05:16:50Z,2006078
2021-09-18T05:17:00Z,2006490
2021-09-18T05:17:10Z,2007073
2021-09-18T05:17:20Z,2007411
2021-09-18T05:17:30Z,2007650
2021-09-18T05:17:40Z,2007930
2021-09-18T05:17:50Z,2008453
2021-09-18T05:18:00Z,2009153
2021-09-18T05:18:10Z,2009465
2021-09-18T05:18:20Z,2009657
2021-09-18T05:18:30Z,2010170
2021-09-18T05:18:40Z,2010317
2021-09-18T05:18:50Z,2010692
2021-09-18T05:19:00Z,2011771
2021-09-18T05:19:10Z,2011844
2021-09-18T05:19:20Z,2011928
2021-09-18T05:19:30Z,2012691
2021-09-18T05:19:40Z,2012769
2021-09-18T05:19:50Z,2013231
2021-09-18T05:20:00Z,2013785
2021-09-18T05:20:10Z,2013944
2021-09-18T05:20:20Z,2014470
2021-09-18T05:20:30Z,2014735
2021-09-18T05:20:40Z,2015139
2021-09-18T05:20:50Z,2015746
2021-09-18T05:21:00Z,2016149
2021-09-18T05:21:10Z,2016835
2021-09-18T05:21:20Z,2017165
2021-09-18T05:21:30Z,2017345
2021-09-18T05:21:40Z,2018090
2021-09-18T05:21:50Z,2018525
2021-09-18T05:22:00Z,2018538
2021-09-18T05:22:10Z,2018923
2021-09-18T05:22:20Z,2019447
2021-09-18T05:22:30Z,2019675
2021-09-18T05:22:40Z,2020181
2021-09-18T05:22:50Z,2020880
2021-09-18T05:23:00Z,2021242
2021-09-18T05:23:10Z,2021745
2021-09-18T05:23:20Z,2022191
2021-09-18T05:23:30Z,2022442
2021-09-18T05:23:40Z,2022945
2021-09-18T05:23:50Z,2023167
2021-09-18T05:24:00Z,2023547
2021-09-18T05:24:10Z,2024452
2021-09-18T05:24:20Z,2024685
2021-09-18T05:24:30Z,2024955
2021-09-18T05:24:40Z,2025754
2021-09-18T05:24:50Z,2025961
2021-09-18T05:25:00Z,2026266
2021-09-18T05:25:10Z,2026785
2021-09-18T05:25:20Z,2027079
2021-09-18T05:25:30Z,2027747
2021-09-18T05:25:40Z,2028140
2021-09-18T05:25:50Z,2028373
2021-09-18T05:26:00Z,2028928
2021-09-18T05:26:10Z,2029180
2021-09-18T05:26:20Z,2029658
2021-09-18T05:26:30Z,2030047
2021-09-18T05:26:40Z,2030154
2021-09-18T05:26:50Z,2031025
2021-09-18T05:27:00Z,2031621
2021-09-18T05:27:10Z,2031779
2021-09-18T05:27:20Z,2032426
2021-09-18T05:27:30Z,2032982
2021-09-18T05:27:40Z,2033408
2021-09-18T05:27:50Z,2033548
2021-09-18T05:28:00Z,2033769
2021-09-18T05:28:10Z,2034398
2021-09-18T05:28:20Z,2034658
2021-09-18T05:28:30Z,2035197
2021-09-18T05:28:40Z,2035749
2021-09-18T05:28:50Z,2035990
2021-09-18T05:29:00Z,2036623
2021-09-18T05:29:10Z,2036947
2021-09-18T05:29:20Z,2037343
2021-09-18T05:29:30Z,2037964
2021-09-18T05:29:40Z,2038169
2021-09-18T05:29:50Z,2038396
2021-09-18T05:30:00Z,2038846
2021-09-18T05:30:10Z,2039537
2021-09-18T05:30:20Z,2039853
2021-09-18T05:30:30Z,2040098
2021-09-18T05:30:40Z,2040831
2021-09-18T05:30:50Z,2041136
2021-09-18T05:31:00Z,2041595
2021-09-18T05:31:10Z,2042321
2021-09-18T05:31:20Z,2042486
2021-09-18T05:31:30Z,2042985
2021-09-18T05:31:40Z,2043586
2021-09-18T05:31:50Z,2043822
2021-09-18T05:32:00Z,2044541
2021-09-18T05:32:10Z,2044923
2021-09-18T05:32:20Z,2044783
2021-09-18T05:32:30Z,2045295
2021-09-18T05:32:40Z,2045805
2021-09-18T05:32:50Z,2046300
2021-09-18T05:33:00Z,2047241
2021-09-18T05:33:10Z,2047743
2021-09-18T05:33:20Z,2048063
2021-09-18T05:33:30Z,2048430
2021-09-18T05:33:40Z,2048450
2021-09-18T05:33:50Z,2048605
2021-09-18T05:34:00Z,2049165
2021-09-18T05:34:10Z,2049854
2021-09-18T05:34:20Z,2050122
2021-09-18T05:34:30Z,2050275
2021-09-18T05:34:40Z,2050876
2021-09-18T05:34:50Z,2051497
2021-09-18T05:35:00Z,2052133
2021-09-18T05:35:10Z,2052652
2021-09-18T05:35:20Z,2052826
2021-09-18T05:35:30Z,2053223
2021-09-18T05:35:40Z,2053922
2021-09-18T05:35:50Z,2054330
2021-09-18T05:36:00Z,2054274
2021-09-18T05:36:10Z,2054611
2021-09-18T05:36:20Z,2055442
2021-09-18T05:36:30Z,2055882
2021-09-18T05:36:40Z,2056223
2021-09-18T05:36:50Z,2056522
2021-09-18T05:37:00Z,2056964
2021-09-18T05:37:10Z,2057922
2021-09-18T05:37:20Z,2058239
2021-09-18T05:37:30Z,2058589
2021-09-18T05:37:40Z,2059537
2021-09-18T05:37:50Z,2059704
2021-09-18T05:38:00Z,2059915
2021-09-18T05:38:10Z,2060365
2021-09-18T05:38:20Z,2060547
2021-09-18T05:38:30Z,2061174
2021-09-18T05:38:40Z,2061486
2021-09-18T05:38:50Z,2061764
2021-09-18T05:39:00Z,2062500
2021-09-18T05:39:10Z,2062912
2021-09-18T05:39:20Z,2063619
2021-09-18T05:39:30Z,2064198
2021-09-18T05:39:40Z,2064387
2021-09-18T05:39:50Z,2065049
2021-09-18T05:40:00Z,2065436
2021-09-18T05:40:10Z,2065761
2021-09-18T05:40:20Z,2066355
2021-09-18T05:40:30Z,2066407
2021-09-18T05:40:40Z,2066934
2021-09-18T05:40:50Z,2067957
2021-09-18T05:41:00Z,2068034
2021-09-18T05:41:10Z,2068342
2021-09-18T05:41:20Z,2069132
2021-09-18T05:41:30Z,2069403
2021-09-18T05:41:40Z,2069965
2021-09-18T05:41:50Z,2070497
2021-09-18T05:42:00Z,2070808
2021-09-18T05:42:10Z,2071242
2021-09-18T05:42:20Z,2071296
2021-09-18T05:42:30Z,2071579
2021-09-18T05:42:40Z,2072226
2021-09-18T05:42:50Z,2072655
2021-09-18T05:43:00Z,2073275
2021-09-18T05:43:10Z,2074177
2021-09-18T05:43:20Z,2074600
2021-09-18T05:43:30Z,2074672
2021-09-18T05:43:40Z,2075115
2021-09-18T05:43:50Z,2075578
2021-09-18T05:44:00Z,2076068
2021-09-18T05:44:10Z,2076789
2021-09-18T05:44:20Z,2076920
2021-09-18T05:44:30Z,2077127
2021-09-18T05:44:40Z,2077975
2021-09-18T05:44:50Z,2078159
2021-09-18T05:45:00Z,2078410
2021-09-18T05:45:10Z,2079230
2021-09-18T05:45:20Z,2079632
2021-09-18T05:45:30Z,2080151
2021-09-18T05:45:40Z,2080834
2021-09-18T05:45:50Z,2081421
2021-09-18T05:46:00Z,2081699
2021-09-18T05:46:10Z,2081839
2021-09-18T05:46:20Z,2082495
2021-09-18T05:46:30Z,2082875
2021-09-18T05:46:40Z,2083109
2021-09-18T05:46:50Z,2083657
2021-09-18T05:47:00Z,2084230
2021-09-18T05:47:10Z,2084898
2021-09-18T05:47:20Z,2085265
2021-09-18T05:47:30Z,2085671
2021-09-18T05:47:40Z,2086392
2021-09-18T05:47:50Z,2086840
2021-09-18T05:48:00Z,2087115
2021-09-18T05:48:10Z,2087609
2021-09-18T05:48:20Z,2087982
2021-09-18T05:48:30Z,2088191
2021-09-18T05:48:40Z,2088861
2021-09-18T05:48:50Z,2089204
2021-09-18T05:49:00Z,2089383
2021-09-18T05:49:10Z,2090327
2021-09-18T05:49:20Z,2090776
2021-09-18T05:49:30Z,2090932
2021-09-18T05:49:40Z,2091438
2021-09-18T05:49:50Z,2091945
2021-09-18T05:50:00Z,2092741
2021-09-18T05:50:10Z,2093265
2021-09-18T05:50:20Z,2093539
2021-09-18T05:50:30Z,2093852
2021-09-18T05:50:40Z,2094248
2021-09-18T05:50:50Z,2094723
2021-09-18T05:51:00Z,2094862
2021-09-18T05:51:10Z,2095468
2021-09-18T05:51:20Z,2096342
2021-09-18T05:51:30Z,2096879
2021-09-18T05:51:40Z,2097411
2021-09-18T05:51:50Z,2097642
2021-09-18T05:52:00Z,2098210
2021-09-18T05:52:10Z,2098843
2021-09-18T05:52:20Z,2098912
2021-09-18T05:52:30Z,2099527
2021-09-18T05:52:40Z,2100077
2021-09-18T05:52:50Z,2100261
2021-09-18T05:53:00Z,2100791
2021-09-18T05:53:10Z,2101028
2021-09-18T05:53:20Z,2101648
2021-09-18T05:53:30Z,2102581
2021-09-18T05:53:40Z,2102787
2021-09-18T05:53:50Z,2103383
2021-09-18T05:54:00Z,2104160
2021-09-18T05:54:10Z,2104352
2021-09-18T05:54:20Z,2104791
2021-09-18T05:54:30Z,2104996
2021-09-18T05:54:40Z,2104988
2021-09-18T05:54:50Z,2105786
2021-09-18T05:55:00Z,2106415
2021-09-18T05:55:10Z,2106582
2021-09-18T05:55:20Z,2107263
2021-09-18T05:55:30Z,2107984
2021-09-18T05:55:40Z,2108338
2021-09-18T05:55:50Z,2108806
2021-09-18T05:56:00Z,2109512
2021-09-18T05:56:10Z,2110069
2021-09-18T05:56:20Z,2110413
2021-09-18T05:56:30Z,2110754
2021-09-18T05:56:40Z,2111193
2021-09-18T05:56:50Z,2111844
2021-09-18T05:57:00Z,2112187
2021-09-18T05:57:10Z,2112472
2021-09-18T05:57:20Z,2113013
2021-09-18T05:57:30Z,2113412
2021-09-18T05:57:40Z,2114050
2021-09-18T05:57:50Z,2114334
2021-09-18T05:58:00Z,2114639
2021-09-18T05:58:10Z,2115578
2021-09-18T05:58:20Z,2115773
